text,label,language,priority
City Center में कचरा फैलाया जा रहा है,Sanitation,Hindi,Low
Main Market में अस्पताल सेवा की समस्या है,Public Services,Hindi,Medium
Water leakage from pipeline in Green Park,Water,English,Low
Sector 5 में कई घंटों से बिजली नहीं है,Electricity,Hindi,Medium
City Center में सुबह से बिजली गई हुई है,Electricity,Hindi,Medium
Shivaji Colony में टूटी सड़क से दुर्घटनाएं हो रही हैं,Roads,Hindi,Low
Civil Lines में स्ट्रीट लाइट काम नहीं कर रही,Electricity,Hindi,Medium
Station Road में पानी की सप्लाई नहीं है,Water,Hindi,Low
Low water pressure in Subhash Chowk,Water,English,Medium
Civil Lines में गंदा पानी आ रहा है,Water,Hindi,Medium
Transformer exploded near Village Area,Electricity,English,High
Street lights are not working in Main Market,Electricity,English,Low
Overflowing garbage bins in Industrial Area,Sanitation,English,High
Water shortage reported in Sector 5,Water,English,Low
Pipeline burst near Civil Lines,Water,English,High
Nehru Nagar की सड़कें गंदी हैं,Sanitation,Hindi,Medium
Open drains causing problems in Nehru Nagar,Sanitation,English,Medium
Low water pressure in Industrial Area,Water,English,Low
Shivaji Colony में कई घंटों से बिजली नहीं है,Electricity,Hindi,Low
Road cracks reported in City Center,Roads,English,Low
Village Area में स्ट्रीट लाइट काम नहीं कर रही,Public Services,Hindi,Low
Traffic issue due to bad roads in Industrial Area,Roads,English,Medium
Rajendra Nagar में सड़क असमान है,Roads,Hindi,Low
Subhash Chowk में वोल्टेज की समस्या है,Electricity,Hindi,Low
City Center में पानी का प्रेशर कम है,Water,Hindi,Low
Ward 12 में लो वोल्टेज की समस्या है,Electricity,Hindi,Low
Sector 5 में टूटी सड़क से दुर्घटनाएं हो रही हैं,Roads,Hindi,Medium
Station Road में पाइपलाइन से पानी लीक हो रहा है,Water,Hindi,Low
Water leakage from pipeline in Green Park,Water,English,Medium
Poor public transport in Station Road,Public Services,English,Medium
Civil Lines में सरकारी कार्यालय जवाब नहीं दे रहा,Public Services,Hindi,Low
Transformer exploded near Subhash Chowk,Electricity,English,High
MG Road में सड़क खराब है,Roads,Hindi,Medium
Road construction incomplete in Green Park,Roads,English,Medium
MG Road में गंदा पानी आ रहा है,Water,Hindi,Medium
Public safety concern in City Center,Public Services,English,Medium
Road is damaged in City Center,Roads,English,Medium
There is no electricity in Station Road,Electricity,English,Low
Garbage has not been collected in Rajendra Nagar,Sanitation,English,Low
Subhash Chowk में नाली जाम है,Sanitation,Hindi,Low
Public park maintenance issue in Green Park,Public Services,English,Medium
Water tank is overflowing in Old City,Water,English,High
Shivaji Colony के पास ट्रांसफार्मर फट गया,Electricity,Hindi,High
MG Road में बिजली के तार खतरनाक स्थिति में हैं,Electricity,Hindi,High
Water supply is not available in Subhash Chowk,Water,English,Low
There is no electricity in Industrial Area,Electricity,English,Medium
Road repair needed in Main Market,Roads,English,Low
Main Market में नाली से बदबू आ रही है,Sanitation,Hindi,Medium
City Center में पानी का प्रेशर कम है,Water,Hindi,Medium
Street lights not functioning in Green Park,Public Services,English,Medium
Power cut since morning in Subhash Chowk,Electricity,English,Medium
Main Market में स्ट्रीट लाइट काम नहीं कर रही,Public Services,Hindi,Low
Rajendra Nagar में खराब सड़क के कारण ट्रैफिक समस्या है,Roads,Hindi,Low
Nehru Nagar में सार्वजनिक शौचालय गंदा है,Public Services,Hindi,Low
Transformer exploded near Subhash Chowk,Electricity,English,High
Water leakage from pipeline in Village Area,Water,English,Medium
Station Road के पास ट्रांसफार्मर फट गया,Electricity,Hindi,High
Road construction incomplete in Green Park,Roads,English,Medium
Industrial Area में बिजली का खंभा टूट गया है,Electricity,Hindi,Low
Village Area में पाइपलाइन से पानी लीक हो रहा है,Water,Hindi,Low
Low voltage issue in Subhash Chowk,Electricity,English,Medium
Ward 12 में सरकारी कार्यालय जवाब नहीं दे रहा,Public Services,Hindi,Low
Ward 12 में पार्क रखरखाव की समस्या है,Public Services,Hindi,Low
Pipeline burst near Sector 5,Water,English,High
Bad smell from drainage in Old City,Sanitation,English,Medium
Hospital service issue in Green Park,Public Services,English,Low
Ward 12 में मच्छरों की समस्या बढ़ रही है,Sanitation,Hindi,Low
Potholes on road near Station Road,Roads,English,Medium
Civil Lines में सड़क पर पानी भर गया है,Roads,Hindi,Medium
Industrial Area में शॉर्ट सर्किट हुआ है,Electricity,Hindi,Low
School facility complaint in Old City,Public Services,English,Low
No drinking water in Subhash Chowk,Water,English,Low
Public safety concern in City Center,Public Services,English,Low
Sewage overflow in Subhash Chowk,Sanitation,English,High
Power cut since morning in Industrial Area,Electricity,English,Low
